Publication,Date,Title,Body,Summary,,,,,,,,
The New York Times,9/10/2019,DealBook Briefing Pressure Builds on WeWork to Delay Its IPO,As the coworking giant struggles with a cool reception to the forthcoming stock sale one of its biggest investors SoftBank reportedly wants the deal postponedGood Tuesday On today agenda Apple annual iPhone unveiling is scheduled for  pm Eastern Was this email forwarded to you Sign up here,Initial Public Offerings,,,,,,,,
The New York Times,9/11/2019,DealBook DC Summit Mnuchin Talks Trade and the Economy Microsoft Brad Smith on Tech Policy  A Hong KongLondon Stock Exchange Bid Ties  Cities in Turmoil  Oracle CEO Mark Hurd Is Taking a Medical Leave,Andrew Ross Sorkin hosts newsmakers from the worlds of business and policy at an event in Washington on Sept  Watch it here liveGet the DealBook newsletter to make sense of major business and policy headlines and the powerbrokers who shape them  The nearly  billion offer from the Hong Kong exchange to buy its London counterpart faces tough odds If sealed it could transform turbulent markets in Asia and EuropeLONDON Stock exchanges are potent national symbols of capitalistic clout and a surprise offer on Wednesday by Hong Kong exchange to acquire its London competitor is likely to set off a transcontinental tug of war  The software giant said a week before its annual conference that Mr Hurd one of its two chief executives would step awaySAN FRANCISCO Oracle said Wednesday that Mark Hurd one of two chief executives at the big software company would take a leave of absence to address undisclosed medical issues,Regulation and Deregulation of Industry Politics and Government Microsoft Corp Smith Bradford L  Hong Kong Stock Exchange London Stock Exchange Hong Kong Great Britain London England Mergers Acquisitions and Divestitures Stocks and Bonds Hong Kong Exchanges and Clearing Ltd Refinitiv Ltd  Computers and the Internet Company Reports Oracle Corporation Catz Safra Hurd Mark V,,,,,,,,
The New York Times,9/12/2019,There is no available news today,No significant updates to report,No noteworthy summary for today,,,,,,,,
The New York Times,9/13/2019,There is no available news today,No news articles available,No noteworthy summary for today,,,,,,,,
The New York Times,9/16/2019,DealBook Briefing The World Reckons With a New Oil Order,The weekend attacks on plants owned by Saudi Arabia stateowned oil company spooked investors this morning and may do so for a long time to comeGood Monday morning Updates from the Saudi government on the Aramco plants that were attacked could help determine whether the country will move forward with an IPO for the stateowned oil giant Was this email forwarded to you Sign up here,Oil Petroleum and Gasoline,,,,,,,,
The New York Times,9/17/2019,Nothing notable in the news,Today there is no publication in this section,No noteworthy summary for today,,,,,,,,
The New York Times,9/18/2019,DealBook Briefing Facebook Has a Supreme Court Now,The social network announced efforts to limit extremism on its site including a new definition of terrorism and a panel of content judgesGood Wednesday morning On the agenda The Fed will conduct another market operation today to control shortterm interest rates and it is expected to announce another cut to its benchmark rate More below Was this email forwarded to you Sign up here,Social Media,,,,,,,,
The New York Times,9/19/2019,No breaking news to report today,Today there is no publication in this section,No noteworthy summary for today,,,,,,,,
The New York Times,9/20/2019,No breaking news to report today,No news articles available,No summary available,,,,,,,,
The New York Times,9/23/2019,As HBO Celebrates a Big Night Questions About Its Future Loom,The cable network won more Emmys than anyone else on Sunday night but competition is growing and its new leadership has little entertainment experienceWEST HOLLYWOOD Calif The champagne was flowing HBO had just capped off another triumphant night at the Emmys and it was time to party in the courtyard of the mammoth Pacific Design Center,Television Emmy Awards ATT Inc Amazoncom Inc Home Box Office Netflix Inc Bloys Casey Stankey John T,,,,,,,,
The New York Times,9/24/2019,There is no available news today,No news articles available,No noteworthy summary for today,,,,,,,,
The New York Times,9/25/2019,Lordstown Plant Is Idle but It Hovers Over GM Strike Talks  Trump Announces a Trade Pact With Japan,The automaker has reportedly offered to create a battery factory in the same Ohio area But the work would pay far less than the shuttered plantIn its negotiations with the striking United Auto Workers union General Motors has put a seemingly tantalizing offer on the table It has proposed building a new plant in Ohio to produce batteries for some of the one million electric cars it hopes to sell globally by   The limited deal will give American farmers more access to Japan and serve as a bright spot for the president on an otherwise troubled trade frontThe United States and Japan signed a limited trade deal on Wednesday that will open Japanese markets to American farm goods and secure a win for an administration that has struggled to complete trade pacts with China Canada Mexico and other countries,Labor and Jobs Strikes Electric and Hybrid Vehicles Organized Labor Batteries Factories and Manufacturing General Motors United Automobile Workers LORDSTOWN OHIO  International Trade and World Market Japan Trump Donald J ABE SHINZO United States International Relations,,,,,,,,
The New York Times,9/26/2019,Boeing Underestimated Cockpit Chaos on  Max NTSB Says  Citing Falsehoods Nicolle Wallace of MSNBC Cut Away From Trump Remarks,The federal agency after a monthslong review said the company had failed to account for how a misfire of an automated system could lead to other problems for pilotsA monthslong federal investigation into Boeing  Max plane has called into question some of the most fundamental assumptions used by manufacturers and regulators when certifying aircraft and challenged Boeing repeated assertions that pilots should have been able to easily handle a malfunction on its jet  Live coverage of President Trump news conference presented networks and cable news channels with a challenge How and when should the factchecking beginSeven minutes after President Trump began his first news conference since House Democrats opened a formal impeachment inquiry MSNBC made a decision that stood alone among the major networks on Wednesday It cut away,Boeing  Max Groundings and Safety Concerns  AIRLINES AND AIRPLANES Boeing Company National Transportation Safety Board Federal Aviation Administration  News and News Media Television Trump Donald J MSNBC NBC News CNN Wallace Nicolle TrumpUkraine Whistleblower Complaint and Impeachment Inquiry Rumors and Misinformation,,,,,,,,
